Report ID,Arrest Date,Time,Area ID,Area Name,Reporting District,Age,Sex Code,Descent Code,Charge Group Code,Charge Group Description,Arrest Type Code,Charge,Charge Description,Address,Cross Street,Location,Lat,Long
5734778,9/2/2019,240,15,N Hollywood,1547,28,M,H,22,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,MAGNOLIA,LEMP,,34.1673,-118.3816
5734330,9/1/2019,1330,12,77th Street,1205,25,M,H,22,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,48TH,NORMANDIE                    AV,,33.9996,-118.3002
5738388,9/5/2019,1650,16,Foothill,1602,26,F,H,22,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,12700    DAVENTRY                     ST,,,34.285,-118.409
190122457,9/2/2019,1800,1,Central,163,37,M,H,18,Drunkeness,M,41.27CLAMC,DRINKING IN PUBLIC,8TH,BROADWAY,,34.0438,-118.2547
190122469,9/4/2019,1340,1,Central,158,58,M,B,17,Liquor Laws,I,25620ABP,DRINKING ALCOHOL,600    CERES                        AV,,,34.0398,-118.2413
190319874,8/29/2019,1125,3,Southwest,376,40,F,B,18,Drunkeness,I,41.27CLAMC,DRINKING IN PUBLIC,3900 S  WESTERN                      AV,,,34.0146,-118.3089
5733953,9/1/2019,21,4,Hollenbeck,473,27,F,H,22,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,5TH                          ST,GOLDEN STATE                 FY,,34.0376,-118.2166
5738778,9/5/2019,2325,20,Olympic,2034,42,M,H,22,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,ARDMORE,8TH,,34.0577,-118.302
5734583,9/1/2019,1925,3,Southwest,341,62,F,B,22,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,SYCAMORE,COLISEUM,,34.0183,-118.3569
5737263,9/4/2019,1720,6,Hollywood,677,32,M,H,22,Driving Under Influence,M,23152(B)VC,DRUNK DRIVING .10 OR ABOVE,WESTERN,LEMON GROVE,,34.0862,-118.3091
5734697,9/2/2019,23,15,N Hollywood,1585,30,F,B,22,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,VINELAND,AQUA VISTA,,34.145,-118.3703
5733669,8/31/2019,2000,7,Wilshire,765,46,F,W,22,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,LA BREA                      AV,DOCKWEILER,,34.0521,-118.3441
5739449,9/6/2019,2000,15,N Hollywood,1517,46,M,H,22,Driving Under Influence,M,23152(F)VC,DUI OF ANY DRUG,11300    HARTLAND                     ST,,,34.1952,-118.377
5734528,9/1/2019,1940,13,Newton,1344,57,M,H,22,Driving Under Influence,M,21200.5VC,DUI ALCOHOL/DRUGS ON BICYCLE,AVALON,41ST,,34.0082,-118.2653
5735596,9/2/2019,2242,9,Van Nuys,939,23,F,B,22,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,COLDWATER CANYON,COLLINS                      ST,,34.1737,-118.4136
5734032,9/1/2019,241,10,West Valley,1049,30,M,O,22,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,HAYVENHURST                  AV,VENTURA                      FY,,34.1655,-118.4923
5734163,9/1/2019,725,19,Mission,1955,20,M,H,18,Drunkeness,M,647(F)PC,"DISORD CONDUCT:UI/DRUG, ALCOHOL",14900    CLYMER                       ST,,,34.2627,-118.4564
5736340,9/3/2019,2025,18,Southeast,1842,25,F,B,22,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,IMPERIAL                     HY,MAIN                         ST,,33.931,-118.2739
5734674,9/1/2019,2207,3,Southwest,363,59,M,B,22,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,LA BREA,COLISEUM,,34.0126,-118.3403
190122172,8/29/2019,1130,1,Central,158,41,M,H,17,Liquor Laws,I,25620ABP,DRINKING ALCOHOL,7TH,GLADYS,,34.0385,-118.2437
5738423,9/5/2019,2025,3,Southwest,356,20,M,H,22,Driving Under Influence,M,23152(F)VC,DUI OF ANY DRUG,WESTERN,37TH                         PL,,34.02,-118.3089
5734624,9/1/2019,2130,3,Southwest,363,28,F,H,22,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,LA BREA,OBAMA,,34.0126,-118.3403
191419211,8/13/2019,1300,14,Pacific,1412,53,M,B,17,Liquor Laws,I,25620(A)BP,DRINKING ALCOHOL,OCEAN FRONT                  WK,WAVECREST                    AV,,33.9933,-118.4765
5737697,9/5/2019,230,5,Harbor,529,33,M,H,22,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,MAHAR                        AV,I                            ST,,33.7824,-118.2462
5733675,8/31/2019,2055,17,Devonshire,1752,53,M,W,22,Driving Under Influence,M,23152(F)VC,DUI OF ANY DRUG,10000    CANOGA                       AV,,,34.2518,-118.5973
5734762,9/2/2019,100,14,Pacific,1431,31,M,B,22,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,OCEAN FRONT                  WK,PALOMA,,33.988,-118.4703
5733728,8/31/2019,2330,7,Wilshire,727,61,M,W,22,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,HIGHLAND,BEVERLY,,34.0762,-118.3386
5737429,9/4/2019,1942,6,Hollywood,677,52,M,W,22,Driving Under Influence,M,23152(G)VC,DUI OF ALCOHOL & DRUG,SANTA MONICA,BEACHWOOD,,34.0908,-118.3212
5733709,8/31/2019,2354,17,Devonshire,1722,57,M,H,22,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,TOPANGA CANYON               BL,SAN JOSE,,34.2608,-118.6061
5734556,9/1/2019,2000,3,Southwest,363,39,M,B,22,Driving Under Influence,M,23152(G)VC,DUI OF ALCOHOL & DRUG,LA BREA,OBAMA,,34.0126,-118.3403
5736448,9/4/2019,20,10,West Valley,1005,25,M,H,22,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,LINDLEY,ROSCOE,,34.2209,-118.5274
5735067,9/2/2019,1350,13,Newton,1395,52,M,H,22,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,AVALON                       BL,GAGE                         AV,,33.9816,-118.2652
5737643,9/5/2019,8,15,N Hollywood,1547,46,F,B,22,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,11500    BURBANK                      BL,,,34.1722,-118.3822
5735502,9/2/2019,2015,14,Pacific,1412,74,M,O,22,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,PACIFIC                      AV,ROSE                         AV,,33.9957,-118.4786
5734781,9/2/2019,137,15,N Hollywood,1599,33,F,O,22,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,CAHUENGA,OAKLEY,,34.1321,-118.354
5739672,9/7/2019,212,15,N Hollywood,1555,26,M,O,22,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,TUJUNGA                      AV,MAGNOLIA                     BL,,34.1649,-118.379
190122472,9/4/2019,1035,1,Central,166,40,M,B,17,Liquor Laws,I,25620ABP,DRINKING ALCOHOL,6TH,SAN PEDRO,,34.0423,-118.2452
5733502,8/31/2019,1750,17,Devonshire,1791,34,M,H,22,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,TOPANGA CANYON               BL,SANTA SUSANA PASS,,34.2244,-118.5804
5738821,9/6/2019,319,10,West Valley,1065,36,M,O,22,Driving Under Influence,M,23152(F)VC,DUI OF ANY DRUG,WHITE OAK,VENTURA                      FY,,34.1713,-118.5185
190618228,8/30/2019,50,6,Hollywood,636,21,M,B,17,Liquor Laws,M,25658(A)BP,SALE/ETC OF ALCOHOLIC BEVERAGE TO MINOR,1700    VINE                         ST,,,34.1034,-118.3325
5734879,9/2/2019,745,17,Devonshire,1747,64,M,W,22,Driving Under Influence,M,23152(F)VC,DUI OF ANY DRUG,CHATSWORTH,PETIT,,34.2648,-118.4979
191516623,8/15/2019,1940,15,N Hollywood,1504,28,M,H,18,Drunkeness,M,41.27CLAMC,DRINKING IN PUBLIC,TROOST                       AV,SATICOY                      ST,,34.2045,-118.392
5736024,9/3/2019,1210,17,Devonshire,1778,62,M,B,22,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,16100    PLUMMER                      ST,,,34.2465,-118.4806
5739215,9/6/2019,1354,1,Central,158,28,M,H,22,Driving Under Influence,M,23152(F)VC,DUI OF ANY DRUG,STANFORD,6TH                          ST,,34.0408,-118.2428
5738764,9/6/2019,55,2,Rampart,212,31,M,H,22,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,BEVERLY,WESTMORELAND,,34.0764,-118.288
5734068,9/1/2019,359,8,West LA,805,24,F,H,22,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,SAN DIEGO                    FY,SKIRBALL CENTER              DR,,34.1227,-118.4786
191916053,8/31/2019,1630,19,Mission,1998,37,M,H,18,Drunkeness,M,41.27CLAMC,DRINKING IN PUBLIC,VAN NUYS,ARMINTA,,34.2134,-118.4488
5739907,9/7/2019,354,1,Central,191,25,M,H,22,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,SAN PEDRO                    FY,ADAMS,,34.0388,-118.2717
5733545,8/31/2019,1819,14,Pacific,1406,24,F,B,22,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,SAN DIEGO                    FY,NATIONAL                     BL,,34.024,-118.409
190122461,9/3/2019,1555,1,Central,159,57,M,H,18,Drunkeness,M,41.27CLAMC,DRINKING IN PUBLIC,CENTRAL,WILDE,,34.0387,-118.2335
192115284,9/4/2019,1535,21,Topanga,2115,74,F,H,17,Liquor Laws,M,25620BP,OPEN ALCOHOLIC BEV IN PUBLIC PARK/PLACE,8200    CANOGA                       AV,,,34.2176,-118.6017
5734172,9/1/2019,740,19,Mission,1983,37,M,H,22,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,8400    SEPULVEDA                    BL,,,34.2231,-118.4677
5734033,9/1/2019,254,3,Southwest,329,30,M,H,22,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,18TH                         ST,MAPLE                        ST,,34.0246,-118.2772
5734765,9/2/2019,5,18,Southeast,1805,27,M,B,22,Driving Under Influence,F,23153(A)VC,DUI ALCOHOL CAUSING INJURY,AVALON,92ND                         ST,,33.9529,-118.2651
5738085,9/5/2019,1400,12,77th Street,1203,52,M,B,22,Driving Under Influence,M,23152(B)VC,DRUNK DRIVING .10 OR ABOVE,4600 S  VAN NESS                     AV,,,34.0019,-118.3171
5736418,9/4/2019,11,17,Devonshire,1799,47,M,W,22,Driving Under Influence,M,23152(G)VC,DUI OF ALCOHOL & DRUG,ROSCOE                       BL,WOODLEY,,34.2213,-118.4837
191916054,8/31/2019,1545,19,Mission,1964,59,M,H,18,Drunkeness,M,41.27CLAMC,DRINKING IN PUBLIC,TOBIAS,NORDHOFF,,34.2354,-118.4516
190319979,8/31/2019,1519,3,Southwest,376,57,M,B,18,Drunkeness,I,41.27CLAMC,DRINKING IN PUBLIC,WESTERN,MIDDLETON,,34.0155,-118.3089
190122178,8/30/2019,1040,1,Central,157,42,F,B,18,Drunkeness,M,41.27CLAMC,DRINKING IN PUBLIC,6TH,STANFORD,,34.0408,-118.2428
192115285,9/4/2019,1530,21,Topanga,2115,57,M,H,17,Liquor Laws,M,25620BP,OPEN ALCOHOLIC BEV IN PUBLIC PARK/PLACE,8200    CANOGA                       AV,,,34.2176,-118.6017
5734385,9/1/2019,1604,19,Mission,1998,53,M,H,22,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,HAZELTINE,ROSCOE,,34.2216,-118.4404
5736363,9/3/2019,2112,10,West Valley,1033,33,M,W,22,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,CALVERT,RESEDA,,34.1819,-118.536
190217765,9/1/2019,1400,2,Rampart,246,35,M,H,18,Drunkeness,M,41.27CLAMC,DRINKING IN PUBLIC,MARYLAND,ALVARADO,,34.0613,-118.2738
5735640,9/2/2019,2255,3,Southwest,357,25,M,B,22,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,VERMONT                      AV,JEFFERSON                    BL,,34.0255,-118.2915
5733692,8/31/2019,2230,2,Rampart,246,39,M,H,22,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,BONNIE BRAE,MARYLAND,,34.0593,-118.2719
5735499,9/2/2019,1940,17,Devonshire,1791,28,M,H,22,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,CHASE                        ST,KELVIN,,34.2246,-118.5864
5734140,9/1/2019,550,3,Southwest,375,30,M,H,22,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,EXPOSITION,WILTON,,34.0146,-118.313
5737168,9/4/2019,1330,6,Hollywood,678,37,M,O,22,Driving Under Influence,M,23152(F)VC,DUI OF ANY DRUG,MELROSE                      AV,NORMANDIE,,34.0836,-118.3016
5738175,9/5/2019,1550,4,Hollenbeck,463,21,F,H,22,Driving Under Influence,M,23152(B)VC,DRUNK DRIVING .10 OR ABOVE,4TH,STATE                        ST,,34.0432,-118.2176
5733321,8/31/2019,948,6,Hollywood,679,38,M,B,22,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,EVENTURA                     FY,SANTA MONICA                 BL,,34.0886,-118.3027
190122170,8/29/2019,1130,1,Central,158,41,M,H,17,Liquor Laws,I,25620ABP,DRINKING ALCOHOL,7TH,GLADYS,,34.0385,-118.2437
190122470,9/4/2019,1340,1,Central,158,30,M,W,18,Drunkeness,M,41.27CLAMC,DRINKING IN PUBLIC,600    CERES                        AV,,,34.0398,-118.2413
191516614,8/19/2019,1010,15,N Hollywood,1538,29,M,H,18,Drunkeness,M,41.27CLAMC,DRINKING IN PUBLIC,VINELAND                     AV,TIARA                        ST,,34.1785,-118.3703
5739463,9/6/2019,1950,7,Wilshire,717,30,M,B,22,Driving Under Influence,M,23152(F)VC,DUI OF ANY DRUG,400 N  LA BREA                      AV,,,34.0783,-118.3441
5735599,9/2/2019,2250,1,Central,121,30,M,B,22,Driving Under Influence,F,23153(A)VC,DUI ALCOHOL CAUSING INJURY,SANTA MONICA                 FY,HOLLYWOOD                    FY,,34.0601,-118.2502
190618226,8/29/2019,2340,6,Hollywood,636,26,M,H,17,Liquor Laws,M,25658BP,SELL/LET MINOR CONSUME ALCOHOL,1700    VINE                         ST,,,34.1034,-118.3325
5734087,9/1/2019,325,8,West LA,805,26,F,H,22,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,405 FRWY,SUNSET                       BL,,34.1016,-118.4698
5734740,9/2/2019,212,17,Devonshire,1729,24,M,H,22,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,BALBOA,RONALD REAGAN,,34.2783,-118.5022
5735960,9/3/2019,830,5,Harbor,529,43,M,H,17,Liquor Laws,M,25658(A)BP,SALE/ETC OF ALCOHOLIC BEVERAGE TO MINOR,500    BROAD                        AV,,,33.7757,-118.2608
5735002,9/2/2019,800,3,Southwest,363,22,F,H,22,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,KING,COLISEUM,,34.0126,-118.3403
5737574,9/4/2019,2305,15,N Hollywood,1513,56,M,W,22,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,12500    SHERMAN                      WY,,,34.2012,-118.4052
5736609,9/4/2019,315,12,77th Street,1273,43,M,H,22,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,91ST                         ST,VAN NESS                     AV,,33.9545,-118.3177
5734853,9/2/2019,241,20,Olympic,2093,32,M,B,22,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,10WEST SANTA MONICA FWY,CRENSHAW,,34.0385,-118.3046
5738663,9/5/2019,2310,3,Southwest,399,35,M,H,22,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,VERNON                       AV,FIGUEROA                     ST,,34.0038,-118.2827
5739549,9/6/2019,2210,15,N Hollywood,1523,19,M,H,22,Driving Under Influence,M,23152(F)VC,DUI OF ANY DRUG,VENTURA                      BL,BELLAIRE,,34.1849,-118.4095
5737517,9/4/2019,1749,7,Wilshire,787,33,M,H,22,Driving Under Influence,F,23550(A)VC,DUI W/PRIOR SPEC CONVICTIONS,SANTA MONICA                 FY,CRENSHAW,,34.035,-118.3338
5739052,9/6/2019,725,5,Harbor,585,34,M,H,18,Drunkeness,M,647(F)PC,"DISORD CONDUCT:UI/DRUG, ALCOHOL",2300 S  PACIFIC                      AV,,,33.7243,-118.2963
5734710,9/2/2019,45,9,Van Nuys,969,29,M,H,22,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,COLDWATER CANYON,RIVERSIDE                    DR,,34.1576,-118.4138
5736083,9/3/2019,1435,11,Northeast,1186,30,M,H,22,Driving Under Influence,M,23152(B)VC,DRUNK DRIVING .10 OR ABOVE,800    ACADEMY                      RD,,,34.0828,-118.2365
190122166,8/31/2019,1000,1,Central,157,55,M,B,17,Liquor Laws,I,25620ABP,DRINKING ALCOHOL,INDUSTRIAL,KOHLER,,34.0416,-118.244
5739906,10/7/2019,230,12,77th Street,1256,53,M,H,22,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,FIGUEROA,73RD,,33.9737,-118.2827
5734080,9/1/2019,150,6,Hollywood,645,25,F,W,22,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,LA BREA,SUNSET,,34.098,-118.3445
5733701,8/31/2019,2235,18,Southeast,1844,22,M,H,22,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,VERMONT                      AV,108TH                        ST,,33.9345,-118.2623
5736256,9/3/2019,1825,18,Southeast,1801,35,M,H,22,Driving Under Influence,F,23152(A)VC,DUI ALCOHOL/DRUG W/PRIORS,92ND                         ST,VERMONT                      AV,,33.9528,-118.2915
5733444,8/31/2019,1655,9,Van Nuys,981,30,M,W,22,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,SAN DIEGO                    FY,VENTURA                      BL,,34.1506,-118.4627
5734837,9/2/2019,355,14,Pacific,1494,41,M,H,22,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,IMPERIAL                     HY,MAIN                         ST,,33.9314,-118.416
5736495,9/4/2019,35,5,Harbor,516,60,M,H,22,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,FRIES                        AV,M                            ST,,33.7887,-118.2655
5737890,9/5/2019,910,21,Topanga,2107,19,M,H,22,Driving Under Influence,M,23152(F)VC,DUI OF ANY DRUG,VARIEL                       AV,CHASE                        ST,,34.2246,-118.5929
5733540,8/31/2019,1825,3,Southwest,397,33,M,H,22,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,40TH                         PL,KANSAS                       AV,,34.0102,-118.2933
190217764,9/1/2019,1650,2,Rampart,246,45,M,H,18,Drunkeness,M,41.27CLAMC,DRINKING IN PUBLIC,MARYLAND,ALVARADO,,34.0613,-118.2738
5733601,8/31/2019,1900,13,Newton,1325,48,M,H,22,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,CENTRAL                      AV,27TH                         ST,,34.0178,-118.2553
5734664,9/1/2019,2110,10,West Valley,1047,35,M,B,22,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,BURBANK                      BL,ALDEA                        AV,,34.1723,-118.5076
5738740,9/5/2019,2347,16,Foothill,1663,45,M,H,22,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,ROSCOE                       BL,HOLLYWOOD                    FY,,34.2386,-118.402
191916055,9/1/2019,1855,19,Mission,1988,38,M,H,18,Drunkeness,M,41.27CLAMC,DRINKING IN PUBLIC,13300    BRANFORD                     ST,,,34.2337,-118.423
190618216,8/30/2019,1905,6,Hollywood,645,29,M,O,18,Drunkeness,M,41.27CLAMC,DRINKING IN PUBLIC,LANEWOOD,ORANGE,,34.0992,-118.3414
5736406,9/3/2019,2235,15,N Hollywood,1533,35,M,H,22,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,GILMORE                      ST,RHODES                       AV,,34.1751,-118.3943
191419220,8/25/2019,1520,14,Pacific,1415,48,M,B,17,Liquor Laws,I,25620(A)BP,DRINKING ALCOHOL,LAKE,LINCOLN,,33.9989,-118.4627
5735103,9/2/2019,1232,3,Southwest,329,28,M,B,22,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,3300 S  FIGUEROA                     ST,,,34.0225,-118.2796
190217766,9/2/2019,1700,2,Rampart,246,32,M,H,17,Liquor Laws,M,25620BP,OPEN ALCOHOLIC BEV IN PUBLIC PARK/PLACE,MARYLAND,ALVARADO,,34.0613,-118.2738
5739625,9/7/2019,52,2,Rampart,239,23,F,H,22,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,HOLLYWOOD                    FY,BEAUDRY,,34.0609,-118.2535
192115257,8/30/2019,905,21,Topanga,2105,54,M,H,17,Liquor Laws,M,25620BP,OPEN ALCOHOLIC BEV IN PUBLIC PARK/PLACE,ROSCOE                       BL,CANOGA                       AV,,34.2198,-118.5975
190122182,8/31/2019,1310,1,Central,156,42,M,H,17,Liquor Laws,I,25620ABP,DRINKING ALCOHOL,7TH,SAN PEDRO,,34.0437,-118.2455
190618368,8/31/2019,1550,6,Hollywood,656,58,M,W,17,Liquor Laws,I,25620(A)BP,DRINKING ALCOHOL,SANTA MONICA                 BL,WILCOX                       AV,,34.0907,-118.331
5735620,9/2/2019,2230,20,Olympic,2038,26,M,H,22,Driving Under Influence,M,23152(B)VC,DRUNK DRIVING .10 OR ABOVE,8TH                          ST,VERMONT,,34.0578,-118.2916
5738122,9/5/2019,1445,6,Hollywood,644,29,M,H,18,Drunkeness,M,647(F)PC,"DISORD CONDUCT:UI/DRUG, ALCOHOL",7100 W  SUNSET                       BL,,,34.098,-118.3441
5736534,9/4/2019,215,19,Mission,1977,32,F,H,22,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,MONTAGUE                     ST,ROSLYNDALE                   AV,,34.2349,-118.4287
5734008,9/1/2019,118,1,Central,119,25,F,H,22,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,4TH                          ST,SAINT LOUIS,,34.0577,-118.2318
190122177,8/30/2019,1835,1,Central,158,34,M,B,17,Liquor Laws,I,25620ABP,DRINKING ALCOHOL,7TH,CERES,,34.0377,-118.2425
5737464,9/4/2019,2005,6,Hollywood,677,24,M,W,22,Driving Under Influence,M,23152(F)VC,DUI OF ANY DRUG,VIRGINIA,WILTON,,34.0865,-118.3169
5735917,9/3/2019,1101,1,Central,191,23,M,H,22,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,18TH                         ST,GRAND                        AV,,34.0388,-118.2717
5739266,9/6/2019,1556,3,Southwest,359,49,M,H,22,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,HARBOR                       FY,JEFFERSON,,34.0211,-118.2783
5739626,9/6/2019,2325,7,Wilshire,753,23,M,W,22,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,5600    PICO                         BL,,,34.0537,-118.3619
192115286,9/4/2019,1540,21,Topanga,2115,36,M,H,17,Liquor Laws,M,25620BP,OPEN ALCOHOLIC BEV IN PUBLIC PARK/PLACE,8200    CANOGA                       AV,,,34.2176,-118.6017
5733518,8/31/2019,1835,6,Hollywood,615,35,M,H,22,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,3200    BARHAM                       BL,,,34.1291,-118.3467
5734575,9/1/2019,2020,3,Southwest,363,49,M,B,22,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,LA BREA,OBAMA,,34.0126,-118.3403
5737452,9/4/2019,1920,12,77th Street,1245,48,M,H,22,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,FLORENCE,BUDLONG,,33.9746,-118.2962
5733566,8/31/2019,2000,14,Pacific,1494,38,M,W,22,Driving Under Influence,M,23152(B)VC,DRUNK DRIVING .10 OR ABOVE,WESTCHESTER,MCCONNELL,,33.942,-118.4095
190618220,8/30/2019,40,6,Hollywood,636,24,M,B,17,Liquor Laws,M,25658BP,SELL/LET MINOR CONSUME ALCOHOL,1700    VINE                         ST,,,34.1034,-118.3325
5736278,9/3/2019,1750,19,Mission,1983,32,F,H,22,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,8500    WISNER                       AV,,,34.2246,-118.4622
5735800,9/3/2019,835,6,Hollywood,676,28,M,B,22,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,6200    WARING                       AV,,,34.0853,-118.331
5735033,9/2/2019,1145,20,Olympic,2029,31,M,O,16,Narcotic Drug Laws,F,4573PC,BRING/SEND NARC/CONT SUBS/ALCOHOL TO JAIL,3100    WILSHIRE                     BL,,,34.0652,-118.2878
190618227,8/30/2019,105,6,Hollywood,636,20,M,B,17,Liquor Laws,M,25662(A)BP,MINOR IN POSSESSION OF ALCOHOLIC BEVERAGE,1700    VINE                         ST,,,34.1034,-118.3325
5737368,9/4/2019,1745,15,N Hollywood,1506,50,M,H,22,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,TUJUNGA,SHERMAN                      WY,,34.2012,-118.379
5736490,9/3/2019,2321,8,West LA,882,29,M,W,22,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,SAWTELLE                     BL,PICO                         BL,,34.0352,-118.4387
5734991,9/2/2019,1016,20,Olympic,2024,22,M,H,22,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,6TH                          ST,HOBART,,34.0636,-118.3054
5739673,9/7/2019,215,15,N Hollywood,1566,25,F,H,22,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,VINELAND                     AV,101 FRWY,,34.1474,-118.3703
5734574,9/1/2019,1945,18,Southeast,1823,58,M,B,22,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,AVALON                       BL,CENTURY                      BL,,33.9456,-118.2652
5734201,9/1/2019,720,17,Devonshire,1764,21,M,W,22,Driving Under Influence,M,23152(F)VC,DUI OF ANY DRUG,DEVONSHIRE,TAMPA,,34.2573,-118.5536
190122471,9/4/2019,1330,1,Central,158,69,M,B,17,Liquor Laws,I,25620ABP,DRINKING ALCOHOL,600    CERES                        AV,,,34.0398,-118.2413
